,0
0,7.831240205213065e-05
1,0.0003382073019292755
2,0.0005047839404532334
3,0.0006159728983994657
4,0.0006984145193877428
5,0.0007599184334070565
6,0.0008127688077233969
7,0.0008524689682700996
8,0.000893082487252032
9,0.000921597671671963
10,0.0009535927111596613
11,0.0009822921623851434
12,0.0010025037078548093
13,0.0010278766058598805
14,0.0010462803843810907
15,0.001066538332457848
16,0.0010882211469885356
17,0.0011014301590998728
18,0.0011191100558309945
19,0.0011336137192975461
20,0.0011460621936090077
21,0.001158529669067672
22,0.0011712114594249936
23,0.0011848956239649759
24,0.0011995517767345349
25,0.0012098070517099467
26,0.0012234351077539734
27,0.0012373760786208363
28,0.0012497660087213514
29,0.0012601301235695822
30,0.0012744617909027814
31,0.0012879218470734544
32,0.0012999082011379084
33,0.0013127732720137472
34,0.0013248490238543876
35,0.0013346712782096636
36,0.0013445190739136274
37,0.0013547321233991444
38,0.0013637940439463604
39,0.001371969277704584
40,0.0013809476481081208
41,0.0013871733494238855
42,0.0013932389492139984
43,0.0013988180050225195
44,0.001405077640252994
45,0.0014094312285303113
46,0.00141406198961911
47,0.0014188945240969492
48,0.0014220779603551286
49,0.0014249983872054311
50,0.0014278515689613942
51,0.0014300569449512317
52,0.0014325446550663954
53,0.0014343442775226337
54,0.0014361660590563787
55,0.0014377418732079681
56,0.0014389645139949796
57,0.001440198361098855
58,0.001441710151801072
59,0.0014430909132579974
60,0.0014440584594548544
61,0.0014452798478979403
62,0.0014463246107736098
63,0.0014471316662974462
64,0.0014475730395817517
65,0.0014480157107295238
66,0.0014483399904041863
67,0.0014485559146988254
68,0.001448817523253289
69,0.0014491838090306423
70,0.0014497333913988828
71,0.0014502473090618419
72,0.0014506749000772754
73,0.0014510502606279291
74,0.0014514023931300071
75,0.0014517021400945252
76,0.0014518115291429724
77,0.0014520089954508024
78,0.0014521209920263616
79,0.001452184548420145
80,0.0014522810490943088
81,0.0014523394174140725
82,0.0014520114268077619
83,0.001452065402038237
84,0.0014521106437000676
85,0.0014521694498728836
86,0.0014522412054391515
87,0.001452326073927679
88,0.0014524228883151086
89,0.0014524780587735443
90,0.001452531008281469
91,0.001452948218792908
92,0.0014529526747959363
93,0.001452941660913851
94,0.0014529457312537223
95,0.0014529684575094169
96,0.0014529705610459253
97,0.0014529582474284706
98,0.0014529513885530132
99,0.0014529394200762827
