,0
0,0.0001660047613438818
1,0.000513471864873548
2,0.0007210647309835078
3,0.0008603752867143821
4,0.0009578695674875782
5,0.001033166950092806
6,0.0010912070765562048
7,0.0011382188235001707
8,0.0011756774104575043
9,0.001208369117883484
10,0.001233373918599303
11,0.0012588427132841254
12,0.0012783584716397711
13,0.0012970649011445309
14,0.0013129672307289396
15,0.0013255368882945453
16,0.0013373964063429441
17,0.0013477755531295925
18,0.0013562672447672
19,0.0013636743362052766
20,0.001368962030737219
21,0.001373413739725331
22,0.001376188516631576
23,0.0013805806845060583
24,0.0013838229585509817
25,0.0013905580367548677
26,0.001397460326666224
27,0.0014043120798337325
28,0.0014100372205099452
29,0.0014168319278439342
30,0.0014213457203037262
31,0.0014265099448083974
32,0.0014311030840535091
33,0.0014339462122162016
34,0.0014359654119793308
35,0.0014363671340983824
36,0.0014362565129313924
37,0.0014366172983089514
38,0.0014381167878480675
39,0.0014396853808150039
40,0.0014411313473929445
41,0.0014422559768041611
42,0.0014432995114780208
43,0.001444057877329078
44,0.0014445037122933835
45,0.0014452605842565141
46,0.0014460678559999574
47,0.0014465589910220122
48,0.0014462594072238433
49,0.0014456208691751165
50,0.0014456526578995868
51,0.001446223754538976
52,0.0014471157767877052
53,0.0014478653673720573
54,0.0014481733846511882
55,0.0014482146055223286
56,0.0014481972176458642
57,0.0014482255564004932
58,0.001448582904560855
59,0.0014489592481544203
60,0.0014491985033589336
61,0.001449420858381261
62,0.0014494848859110843
63,0.0014494313812522868
64,0.0014495470031222484
65,0.0014497895569761908
66,0.0014499418425528573
67,0.0014499489566488519
68,0.0014500157093772967
69,0.0014500846073729845
70,0.0014500939938062738
71,0.0014501276225366096
72,0.0014501342528090596
73,0.0014500514439923877
74,0.0014499617234410885
75,0.0014499777983474507
76,0.00145001130452495
77,0.0014500686186329208
78,0.0014500962171762335
79,0.0014501253058371122
80,0.0014501551707121565
81,0.0014501763145671233
82,0.0014502172747557433
83,0.0014502431612131031
84,0.0014502181461546995
85,0.0014502007235182195
86,0.0014502239878735471
87,0.0014502406569394581
88,0.0014502234148944541
89,0.0014502223863649395
90,0.0014502644978383647
91,0.0014502999585376307
92,0.0014502993006345515
93,0.0014502743763015098
94,0.0014502560056980926
95,0.0014502205308400216
96,0.001450198455039873
97,0.0014502092828105374
98,0.0014502466111405122
99,0.0014502523890085818
