,0
0,0.0004157033166673685
1,0.001447118979294104
2,0.002091382401910669
3,0.002565211151719884
4,0.0029412990078889244
5,0.003250731525526467
6,0.0035111159874460897
7,0.0037326896904873474
8,0.003921283468809025
9,0.004077567730675337
10,0.004218211806157224
11,0.004332180088185362
12,0.004433738396482863
13,0.0045118230887944396
14,0.004585946622786406
15,0.004640740394260355
16,0.004696990181807285
17,0.004757422230571889
18,0.004816003620051405
19,0.004853532575627121
20,0.004910711071138484
21,0.004953455277260674
22,0.005007619078381045
23,0.005058740707868236
24,0.005132909813140329
25,0.005193679411440618
26,0.005261101318870101
27,0.005329826036009627
28,0.005389340606251178
29,0.005446131817667574
30,0.005497152972474467
31,0.0055351066950241464
32,0.00556844543258548
33,0.0055950448312173245
34,0.005620370520129619
35,0.005639034891681869
36,0.005658072003699552
37,0.005679594657043874
38,0.005698848898526843
39,0.00571186825591146
40,0.0057217675813334605
41,0.00572558922520151
42,0.0057285818141405275
43,0.005731153698278557
44,0.005737119259877928
45,0.005744312008123021
46,0.005753164034118456
47,0.005760959154093471
48,0.005768381448622748
49,0.0057755346415735796
50,0.00578174748877971
51,0.005786409500924241
52,0.005789923416569519
53,0.005791977711015403
54,0.005792479067792378
55,0.005791431231759541
56,0.005790093393749988
57,0.005789815199415872
58,0.005790017310200419
59,0.005790245233008473
60,0.005790527987472626
61,0.0057914872142491945
62,0.005792473235022955
63,0.0057940501700320815
64,0.005795973595515578
65,0.005798105706267454
66,0.00579957457232374
67,0.005799830844868497
68,0.005799544737427707
69,0.005799772505944799
70,0.005799940509520709
71,0.005799988813403014
72,0.005800727121792323
73,0.005801641612121091
74,0.0058021181285508195
75,0.0058021055411771215
76,0.0058021704347861434
77,0.005802337633382228
78,0.005802774459551741
79,0.005802970707621628
80,0.005803169047171417
81,0.005803324008714819
82,0.005803312042193761
83,0.005803039138580283
84,0.00580282016943968
85,0.005802877524271443
86,0.0058032729265850205
87,0.005803480703910343
88,0.005803252462757549
89,0.0058027052804699095
90,0.005802430598155972
91,0.005802570153907514
92,0.005802739881746432
93,0.0058026183206342785
94,0.005802282438141772
95,0.005802074585723388
96,0.0058017635079780135
97,0.005801320565764836
98,0.005801316550356653
99,0.005801524711053625
